time,temp,hum,light,soil,soil_status,rain_status,rain_value,seconds_elapsed,altitude,longitude,latitude
2026-03-25 17:27:06.495132,28.94582589,95,66,758,WET,NO_RAIN,357.0055866,108.978873,-41.29489136,88.1451898,23.506372
2026-03-25 17:27:07.495132,28.87520637,95,86,768,WET,NO_RAIN,387.8944404,109.4309583,-41.29489136,88.1451891,23.5063685
2026-03-25 17:27:08.495132,28.69344381,95,87,757,WET,NO_RAIN,383.1197967,109.651394,-41.16949463,88.1451899,23.5063665
2026-03-25 17:27:09.495132,28.85309613,95,84,739,WET,NO_RAIN,356.9545637,110.2479761,-41.16949463,88.1451896,23.5063618
2026-03-25 17:27:10.495132,0.09652133,0,84,739,WET,NO_RAIN,357.0160375,110.4379045,-41.16949463,88.1451896,23.5063597
2026-03-25 17:27:11.495132,28.76993461,95,86,724,WET,NO_RAIN,358.8378428,110.6511128,-41.01306152,88.1451901,23.506355
2026-03-25 17:27:12.495132,28.50118411,95,84,730,WET,NO_RAIN,362.0129086,110.7958892,-41.01306152,88.1451904,23.5063552
2026-03-25 17:27:13.495132,28.87830179,95,83,740,WET,NO_RAIN,362.9701185,111.612489,-41.01306152,88.1451891,23.5063486
2026-03-25 17:27:14.495132,28.83627641,95,84,744,WET,NO_RAIN,365.8760171,111.6511096,-40.87106323,88.1451899,23.5063482
2026-03-25 17:27:15.495132,28.70681898,95,85,731,WET,NO_RAIN,359.9654302,112.1701992,-40.87106323,88.1451901,23.5063435
2026-03-25 17:27:16.495132,28.74893855,95,84,737,WET,NO_RAIN,360.9771453,112.6518174,-41.20394897,88.1451906,23.5063399
2026-03-25 17:27:17.495132,28.64970944,95,84,734,WET,NO_RAIN,358.8586717,113.0117339,-41.20394897,88.1451906,23.5063372
2026-03-25 17:27:18.495132,28.94246817,95,85,736,WET,NO_RAIN,359.9843448,113.6516311,-40.93896484,88.1451912,23.5063319
2026-03-25 17:27:19.495132,28.7271931,95,84,737,WET,NO_RAIN,365.0344493,113.6700747,-40.93896484,88.1451914,23.5063317
2026-03-25 17:27:20.495132,28.64078001,95,84,725,WET,NO_RAIN,363.9834314,114.2779363,-40.93896484,88.1451913,23.5063265
2026-03-25 17:27:21.495132,28.57047839,95,83,737,WET,NO_RAIN,370.0158849,114.6514382,-40.9730835,88.1451926,23.5063238
2026-03-25 17:27:22.495132,28.50237539,95,85,737,WET,NO_RAIN,365.9406089,114.7155769,-40.9730835,88.145193,23.5063233
2026-03-25 17:27:23.495132,28.72839359,95,84,723,WET,NO_RAIN,359.0994241,115.6123486,-40.9730835,88.1451931,23.5063155
2026-03-25 17:27:24.495132,28.49868599,95,85,739,WET,NO_RAIN,357.9465788,115.6514768,-41.43978882,88.1451942,23.5063155
2026-03-25 17:27:25.495132,28.37881572,95,85,740,WET,NO_RAIN,355.9306801,116.1688608,-41.43978882,88.1451952,23.5063111
2026-03-25 17:27:26.495132,28.65589513,95,85,739,WET,NO_RAIN,358.850285,116.6513882,-41.51049805,88.1451973,23.506308
2026-03-25 17:27:27.495132,28.40109622,95,84,728,WET,NO_RAIN,357.1551049,117.0116589,-41.51049805,88.1451985,23.5063053
2026-03-25 17:27:28.495132,28.22393789,95,86,737,WET,NO_RAIN,360.0091356,117.6180237,-41.51049805,88.1451997,23.5063001
2026-03-25 17:27:29.495132,28.19345623,95,86,739,WET,NO_RAIN,361.0581467,117.6516531,-41.61340332,88.1452006,23.5063003
2026-03-25 17:27:30.495132,28.35507815,95,85,737,WET,NO_RAIN,360.6982893,118.3290186,-41.61340332,88.1452027,23.5062954
2026-03-25 17:27:31.495132,28.32526281,95,86,738,WET,NO_RAIN,360.9798199,118.5261238,-41.61340332,88.1452033,23.5062908
2026-03-25 17:27:32.495132,26.97583805,95,68,770,WET,NO_RAIN,365.0114102,118.6515776,-41.88140869,88.1452043,23.5062914
2026-03-25 17:27:33.495132,27.01553058,95,67,755,WET,NO_RAIN,370.8984787,119.249074,-41.88140869,88.1452059,23.5062872
2026-03-25 17:27:34.495132,27.03001886,95,67,763,WET,NO_RAIN,367.0801177,119.6516482,-41.99240112,88.145208,23.5062842
2026-03-25 17:27:35.495132,26.93008544,95,67,756,WET,NO_RAIN,363.0926335,119.9327368,-41.99240112,88.1452091,23.5062822
2026-03-25 17:27:36.495132,26.85492822,95,66,749,WET,NO_RAIN,372.990336,120.6385654,-41.99240112,88.1452104,23.5062763
2026-03-25 17:27:37.495132,26.62143405,95,65,726,WET,NO_RAIN,360.8959877,120.651636,-42.16769409,88.145211,23.5062763
2026-03-25 17:27:38.495132,27.11543016,95,65,730,WET,NO_RAIN,364.8003032,121.4069172,-42.16769409,88.1452124,23.5062702
2026-03-25 17:27:39.495132,27.01530638,95,64,725,WET,NO_RAIN,361.8970425,121.6516462,-42.00619507,88.1452135,23.5062682
2026-03-25 17:27:40.495132,26.92186891,95,82,711,WET,NO_RAIN,356.0318569,122.0495776,-42.00619507,88.1452144,23.5062648
2026-03-25 17:27:41.495132,27.00657955,95,82,720,WET,NO_RAIN,357.1429232,122.6515952,-41.99578857,88.1452158,23.5062603
2026-03-25 17:27:42.495132,27.16083934,95,82,724,WET,NO_RAIN,389.1088545,122.87346,-41.99578857,88.1452164,23.5062584
2026-03-25 17:27:43.495132,26.80842447,95,82,717,WET,NO_RAIN,353.9553583,123.3537346,-41.99578857,88.1452176,23.5062545
2026-03-25 17:27:44.495132,26.85428795,95,82,713,WET,NO_RAIN,112.9121774,123.6518708,-41.80487061,88.1452187,23.5062529
2026-03-25 17:27:45.495132,27.05244643,95,84,717,WET,NO_RAIN,98.92172305,123.8480769,-41.80487061,88.1452199,23.5062519
2026-03-25 17:27:46.495132,26.95706613,95,83,725,WET,NO_RAIN,301.9624957,124.08704,-41.80487061,88.1452216,23.5062468
2026-03-25 17:27:47.495132,27.01185106,95,85,730,WET,NO_RAIN,376.8780689,124.6517737,-41.78866577,88.1452226,23.5062453
2026-03-25 17:27:48.495132,26.97177737,95,85,727,WET,NO_RAIN,381.0621629,124.7083169,-41.78866577,88.1452227,23.5062456
2026-03-25 17:27:49.495132,26.66680015,95,84,721,WET,NO_RAIN,385.0189499,125.6098936,-41.78866577,88.1452262,23.5062396
2026-03-25 17:27:50.495132,26.87619303,95,84,727,WET,NO_RAIN,387.9286896,125.651761,-41.67489624,88.145226,23.5062399
2026-03-25 17:27:51.495132,26.93658,95,83,717,WET,NO_RAIN,327.0467868,126.0336697,-41.67489624,88.1452274,23.5062374
2026-03-25 17:27:52.495132,26.72960486,95,84,717,WET,NO_RAIN,351.98845,126.6516272,-41.72149658,88.1452298,23.5062332
2026-03-25 17:27:53.495132,26.98465174,95,85,727,WET,NO_RAIN,364.1801391,126.8261182,-41.72149658,88.1452305,23.5062319
2026-03-25 17:27:54.495132,26.79675155,95,85,728,WET,NO_RAIN,372.005656,127.3483386,-41.72149658,88.1452327,23.506228
2026-03-25 17:27:55.495132,26.90011593,95,83,726,WET,NO_RAIN,374.0701279,127.6516162,-41.472229,88.1452338,23.5062262
2026-03-25 17:27:56.495132,27.23644585,95,84,300,MOIST,NO_RAIN,372.0549715,128.1355901,-41.472229,88.1452361,23.5062227
2026-03-25 17:27:57.495132,27.00999455,95,81,288,DRY,NO_RAIN,370.9808384,128.6514844,-41.472229,88.1452385,23.506219
2026-03-25 17:27:58.495132,26.91007038,95,80,269,DRY,NO_RAIN,366.9204298,128.6515315,-41.3510437,88.1452381,23.5062192
2026-03-25 17:27:59.495132,27.75000156,91,82,705,WET,NO_RAIN,50.83979339,129.3748782,-41.3510437,88.1452406,23.5062138
2026-03-25 17:28:00.495132,27.84491876,91,79,686,MOIST,NO_RAIN,59.99037224,129.6515688,-41.30200195,88.1452406,23.5062119
2026-03-25 17:28:01.495132,27.87564281,90,82,703,WET,NO_RAIN,51.1203483,130.0114666,-41.30200195,88.1452412,23.506209
2026-03-25 17:28:02.495132,27.83631052,93,80,698,MOIST,NO_RAIN,49.98488691,130.6516458,-41.15679932,88.1452416,23.5062046
2026-03-25 17:28:03.495132,28.04020965,91,81,689,MOIST,NO_RAIN,56.94570653,130.9345012,-41.15679932,88.145242,23.5062027
2026-03-25 17:28:04.495132,27.85273385,92,81,700,WET,NO_RAIN,51.81145619,131.651907,-40.9826355,88.1452431,23.5061977
2026-03-25 17:28:05.495132,27.71841803,94,81,700,WET,NO_RAIN,51.04823827,131.6752424,-40.9826355,88.1452429,23.5061976
2026-03-25 17:28:06.495132,27.81123223,93,82,703,WET,NO_RAIN,49.94797172,131.7754441,-40.9826355,88.1452429,23.5061968
2026-03-25 17:28:07.495132,27.64240168,91,80,679,MOIST,NO_RAIN,53.92940163,132.5055542,-40.9826355,88.1452455,23.5061888
2026-03-25 17:28:08.495132,27.5616051,93,82,695,MOIST,NO_RAIN,52.03303744,132.6510967,-40.67852783,88.145245,23.5061893
2026-03-25 17:28:09.495132,27.70257114,93,80,681,MOIST,NO_RAIN,53.06254343,133.329085,-40.67852783,88.1452462,23.506185
2026-03-25 17:28:10.495132,27.65300651,93,81,694,MOIST,NO_RAIN,52.05303737,133.6511008,-40.40878296,88.1452464,23.5061836
2026-03-25 17:28:11.495132,27.79708177,94,82,696,MOIST,NO_RAIN,56.16832277,134.2157581,-40.40878296,88.1452479,23.5061802
2026-03-25 17:28:12.495132,27.83590052,93,80,681,MOIST,NO_RAIN,53.9728092,134.6511257,-40.53268433,88.1452489,23.5061788
2026-03-25 17:28:13.495132,27.68842512,94,80,673,MOIST,NO_RAIN,55.03743326,135.6512537,-40.55633545,88.1452509,23.5061765
2026-03-25 17:28:14.495132,27.59602302,93,81,690,MOIST,NO_RAIN,54.97226832,136.6290476,-40.55633545,88.1452526,23.5061754
2026-03-25 17:28:15.495132,27.56978528,93,82,698,MOIST,NO_RAIN,48.00147248,136.6516406,-40.5352478,88.1452521,23.5061763
2026-03-25 17:28:16.495132,27.68505528,95,82,697,MOIST,NO_RAIN,55.0807978,137.6517493,-40.51989746,88.1452534,23.5061765
2026-03-25 17:28:17.495132,27.73181228,94,82,695,MOIST,NO_RAIN,53.00058343,138.6516372,-40.527771,88.1452541,23.5061776
2026-03-25 17:28:18.495132,27.36862356,93,82,686,MOIST,NO_RAIN,47.05226619,139.4497546,-40.527771,88.1452547,23.5061775
2026-03-25 17:28:19.495132,27.57180026,94,82,688,MOIST,NO_RAIN,46.99242213,139.6511069,-40.60238647,88.1452555,23.5061773
2026-03-25 17:28:20.495132,27.43963713,94,80,688,MOIST,NO_RAIN,51.84785977,139.7028159,-40.60238647,88.1452562,23.5061774
2026-03-25 17:28:21.495132,27.50885107,95,82,694,MOIST,NO_RAIN,47.04416162,140.1513733,-40.60238647,88.1452573,23.5061768
2026-03-25 17:28:22.495132,27.74963385,95,81,694,MOIST,NO_RAIN,47.08811033,140.6515972,-40.35327148,88.1452587,23.5061764
2026-03-25 17:28:23.495132,27.52793546,95,82,696,MOIST,NO_RAIN,48.06726271,141.0497671,-40.35327148,88.1452594,23.5061761
2026-03-25 17:28:24.495132,27.41253758,95,80,694,MOIST,NO_RAIN,48.16658373,141.5928086,-40.35327148,88.1452597,23.506176
2026-03-25 17:28:25.495132,27.68624778,95,82,687,MOIST,NO_RAIN,49.09841786,141.6511147,-40.37649536,88.1452608,23.5061755
2026-03-25 17:28:26.495132,27.73859374,95,80,676,MOIST,NO_RAIN,51.02024778,142.4890852,-40.37649536,88.1452626,23.5061741
2026-03-25 17:28:27.495132,27.54467131,95,82,681,MOIST,NO_RAIN,46.99179231,142.6518801,-40.58175659,88.145265,23.5061728
2026-03-25 17:28:28.495132,27.39343025,95,81,676,MOIST,NO_RAIN,47.98059408,143.4193389,-40.58175659,88.1452678,23.5061707
2026-03-25 17:28:29.495132,27.69501495,95,80,674,MOIST,NO_RAIN,54.02372728,143.6518208,-40.91723633,88.1452705,23.5061682
2026-03-25 17:28:30.495132,27.4995895,95,80,680,MOIST,NO_RAIN,46.8097217,144.2261831,-40.91723633,88.145273,23.5061653
2026-03-25 17:28:31.495132,27.55797922,95,82,692,MOIST,NO_RAIN,48.86073079,144.6516411,-41.22061157,88.1452759,23.5061609
2026-03-25 17:28:32.495132,27.51536371,95,82,694,MOIST,NO_RAIN,49.99298652,145.0898987,-41.22061157,88.1452781,23.5061575
2026-03-25 17:28:33.495132,27.56366833,95,80,672,MOIST,NO_RAIN,50.05419836,145.651543,-41.15280151,88.1452816,23.5061529
2026-03-25 17:28:34.495132,27.64509595,93,66,620,MOIST,NO_RAIN,15.9077877,146.0319929,-41.15280151,88.145284,23.5061503
2026-03-25 17:28:35.495132,27.7790446,93,67,616,MOIST,NO_RAIN,15.95258747,146.6510305,-40.95831299,88.1452888,23.5061479
2026-03-25 17:28:36.495132,27.61395129,92,67,611,MOIST,NO_RAIN,18.12339603,146.9092217,-40.95831299,88.1452911,23.5061471
2026-03-25 17:28:37.495132,27.61134391,93,67,635,MOIST,NO_RAIN,16.15785362,147.5297981,-40.95831299,88.1452965,23.5061453
2026-03-25 17:28:38.495132,27.68793562,93,66,602,MOIST,NO_RAIN,15.98277858,147.6511216,-40.95367432,88.1453006,23.5061454
2026-03-25 17:28:39.495132,27.51092013,93,66,600,MOIST,NO_RAIN,15.87375002,147.7502676,-40.95367432,88.1453001,23.5061457
2026-03-25 17:28:40.495132,27.52028761,93,70,644,MOIST,NO_RAIN,16.01731342,148.4962131,-40.95367432,88.1453056,23.5061448
2026-03-25 17:28:41.495132,27.35868747,92,72,662,MOIST,NO_RAIN,14.91485926,148.6511138,-40.88220215,88.1453069,23.5061458
2026-03-25 17:28:42.495132,27.51570318,94,71,652,MOIST,NO_RAIN,14.97131953,149.279167,-40.88220215,88.1453123,23.5061462
2026-03-25 17:28:43.495132,27.67853703,94,69,618,MOIST,NO_RAIN,14.8930848,149.651115,-41.18167114,88.1453152,23.5061473
2026-03-25 17:28:44.495132,27.36872337,93,70,645,MOIST,NO_RAIN,15.071635,149.8694924,-41.18167114,88.145317,23.5061475
2026-03-25 17:28:45.495132,27.57948021,93,67,605,MOIST,NO_RAIN,15.19026436,150.6519453,-41.77087402,88.1453227,23.506148
2026-03-25 17:28:46.495132,27.46027021,93,71,645,MOIST,NO_RAIN,16.17798461,150.7287896,-41.77087402,88.1453231,23.5061482
2026-03-25 17:28:47.495132,27.5962747,94,66,600,MOIST,NO_RAIN,14.8681844,151.4092949,-41.77087402,88.1453288,23.5061473
2026-03-25 17:28:48.495132,27.50709377,94,67,615,MOIST,NO_RAIN,15.83730747,151.6518518,-41.83364868,88.1453304,23.5061486
2026-03-25 17:28:49.495132,27.73711299,94,71,645,MOIST,NO_RAIN,16.83086437,151.9780906,-41.83364868,88.1453332,23.5061492
2026-03-25 17:28:50.495132,27.68590426,94,71,617,MOIST,NO_RAIN,15.0023164,152.413397,-41.83364868,88.1453372,23.5061495
2026-03-25 17:28:51.495132,27.6262026,95,68,622,MOIST,NO_RAIN,15.00079713,152.6519531,-41.89538574,88.1453395,23.5061514
2026-03-25 17:28:52.495132,27.321379,95,68,617,MOIST,NO_RAIN,15.96857757,153.1877393,-41.89538574,88.1453449,23.5061527
2026-03-25 17:28:53.495132,27.33086547,95,66,604,MOIST,NO_RAIN,15.02286183,153.6126807,-41.89538574,88.1453491,23.5061533
2026-03-25 17:28:54.495132,27.32529417,95,69,627,MOIST,NO_RAIN,14.9945514,153.6510676,-42.28970337,88.145349,23.5061545
2026-03-25 17:28:55.495132,27.68017927,95,68,602,MOIST,NO_RAIN,15.15493896,154.5297581,-42.28970337,88.1453565,23.5061569
2026-03-25 17:28:56.495132,27.49184392,95,67,602,MOIST,NO_RAIN,15.89028312,154.6516553,-42.69177246,88.145357,23.506159
2026-03-25 17:28:57.495132,27.70641843,95,70,630,MOIST,NO_RAIN,15.99075895,155.1741589,-42.69177246,88.1453611,23.5061619
2026-03-25 17:28:58.495132,27.46079101,95,69,618,MOIST,NO_RAIN,15.020143,155.6515732,-42.50582886,88.1453638,23.5061641
2026-03-25 17:28:59.495132,27.50135244,95,69,603,MOIST,NO_RAIN,15.06508874,155.8464561,-42.50582886,88.1453649,23.5061647
2026-03-25 17:29:00.495132,27.25445948,95,69,634,MOIST,NO_RAIN,14.85640937,156.6141968,-42.50582886,88.1453711,23.5061651
2026-03-25 17:29:01.495132,27.40193101,95,69,607,MOIST,NO_RAIN,15.03329574,156.6513665,-42.66647339,88.1453702,23.5061651
2026-03-25 17:29:02.495132,27.58006695,95,67,600,MOIST,NO_RAIN,15.00635065,157.0898352,-42.66647339,88.1453723,23.5061639
2026-03-25 17:29:03.495132,27.38163979,95,68,598,MOIST,NO_RAIN,16.07620408,157.6511121,-43.02752686,88.1453745,23.5061623
2026-03-25 17:29:04.495132,27.47819837,95,69,621,MOIST,NO_RAIN,14.94560709,157.8589534,-43.02752686,88.1453752,23.5061615
2026-03-25 17:29:05.495132,27.27054826,95,67,616,MOIST,NO_RAIN,17.00408204,158.6511199,-43.56546021,88.1453801,23.5061602
2026-03-25 17:29:06.495132,27.28850096,95,69,626,MOIST,NO_RAIN,15.11536135,158.6904294,-43.56546021,88.1453805,23.5061605
2026-03-25 17:29:07.495132,27.43918908,95,70,609,MOIST,NO_RAIN,15.90552595,159.1540469,-43.56546021,88.1453843,23.5061603
2026-03-25 17:29:08.495132,27.43131271,95,67,601,MOIST,NO_RAIN,14.94515754,159.6514158,-43.69921875,88.145389,23.5061615
2026-03-25 17:29:09.495132,27.41659898,95,69,622,MOIST,NO_RAIN,15.92491472,159.7890381,-43.69921875,88.1453905,23.506162
2026-03-25 17:29:10.495132,27.13557394,95,68,633,MOIST,NO_RAIN,16.00438145,160.2171479,-43.69921875,88.1453945,23.5061625
2026-03-25 17:29:11.495132,27.49625341,95,69,591,MOIST,NO_RAIN,15.02820655,160.651249,-43.85314941,88.1453991,23.5061635
2026-03-25 17:29:12.495132,27.35918905,95,68,623,MOIST,NO_RAIN,16.3494105,160.9584531,-43.85314941,88.1454023,23.5061642
2026-03-25 17:29:13.495132,27.38874576,95,68,607,MOIST,NO_RAIN,14.97810154,161.0765713,-43.85314941,88.1454041,23.5061646
2026-03-25 17:29:14.495132,27.30597924,95,71,645,MOIST,NO_RAIN,15.07492643,161.3249119,-43.85314941,88.1454103,23.5061649
2026-03-25 17:29:15.495132,27.70363794,95,80,742,WET,NO_RAIN,12.18841059,161.6513594,-44.08956909,88.1454119,23.5061653
2026-03-25 17:29:16.495132,27.97209708,95,83,751,WET,NO_RAIN,202.0855093,162.152446,-44.08956909,88.1454164,23.5061655
2026-03-25 17:29:17.495132,28.54944737,95,79,760,WET,NO_RAIN,401.8306728,162.651627,-44.22991943,88.1454211,23.5061658
2026-03-25 17:29:18.495132,28.92774529,95,71,759,WET,NO_RAIN,423.7698257,162.6741716,-44.22991943,88.1454214,23.5061658
2026-03-25 17:29:19.495132,-0.081249043,0,71,759,WET,NO_RAIN,423.924245,163.3973914,-44.22991943,88.1454287,23.506166
2026-03-25 17:29:20.495132,-0.079705745,0,71,759,WET,NO_RAIN,424.1438504,163.6515007,-44.31243896,88.1454313,23.5061661
2026-03-25 17:29:21.495132,-0.113716813,0,71,759,WET,NO_RAIN,423.9520593,163.8383523,-44.31243896,88.1454332,23.5061662
2026-03-25 17:29:22.495132,-0.164821076,0,71,759,WET,NO_RAIN,424.0624397,164.5722261,-44.31243896,88.1454405,23.5061667
2026-03-25 17:29:23.495132,29.0967894,95,70,709,WET,NO_RAIN,282.9375814,164.6509841,-44.61755371,88.1454414,23.5061667
2026-03-25 17:29:24.495132,29.1966639,95,70,726,WET,NO_RAIN,319.8829348,165.128301,-44.61755371,88.1454463,23.506167
2026-03-25 17:29:25.495132,28.93713626,95,68,721,WET,NO_RAIN,312.0736838,165.6510176,-44.71655273,88.1454517,23.5061673
2026-03-25 17:29:26.495132,29.17520208,95,64,664,MOIST,NO_RAIN,323.9187481,165.9512664,-44.71655273,88.1454548,23.5061676
2026-03-25 17:29:27.495132,0.001826563,0,64,664,MOIST,NO_RAIN,323.7910877,166.4769583,-44.71655273,88.1454601,23.5061682
2026-03-25 17:29:28.495132,29.03033147,95,66,758,WET,NO_RAIN,356.95237,166.6517786,-44.50506592,88.1454618,23.5061686
2026-03-25 17:29:29.495132,28.83766268,95,86,768,WET,NO_RAIN,387.9429968,167.1853647,-44.50506592,88.1454668,23.5061697
2026-03-25 17:29:30.495132,28.72081933,95,87,757,WET,NO_RAIN,382.9020909,167.6514358,-44.3571167,88.1454709,23.5061705
2026-03-25 17:29:31.495132,28.67464178,95,84,739,WET,NO_RAIN,356.9304305,168.4093923,-44.3571167,88.1454778,23.5061721
2026-03-25 17:29:32.495132,-0.050933146,0,84,739,WET,NO_RAIN,356.8606123,168.6512712,-44.23901367,88.1454801,23.5061724
2026-03-25 17:29:33.495132,28.79244932,95,86,724,WET,NO_RAIN,358.942784,169.0039963,-44.23901367,88.1454838,23.5061731
2026-03-25 17:29:34.495132,28.77633108,95,84,730,WET,NO_RAIN,361.9328245,169.6516135,-44.03930664,88.1454921,23.5061746
2026-03-25 17:29:35.495132,29.09757503,95,83,740,WET,NO_RAIN,363.1389314,169.8186694,-44.03930664,88.1454917,23.5061743
2026-03-25 17:29:36.495132,29.01614603,95,84,744,WET,NO_RAIN,365.9577201,170.6516375,-44.07095337,88.1454982,23.5061745
2026-03-25 17:29:37.495132,28.74011036,95,85,731,WET,NO_RAIN,359.982987,170.9680376,-44.07095337,88.1455009,23.5061744
2026-03-25 17:29:38.495132,28.6824805,95,84,737,WET,NO_RAIN,361.0217583,171.6163511,-44.07095337,88.145506,23.5061744
2026-03-25 17:29:39.495132,28.61097619,95,84,734,WET,NO_RAIN,358.8954831,171.6516624,-44.38320923,88.1455063,23.5061737
2026-03-25 17:29:40.495132,28.71451019,95,85,736,WET,NO_RAIN,360.0848568,172.3539685,-44.38320923,88.1455128,23.5061733
2026-03-25 17:29:41.495132,28.80606197,95,84,737,WET,NO_RAIN,364.9008527,172.6509727,-44.59594727,88.1455155,23.5061724
2026-03-25 17:29:42.495132,28.50636436,95,84,725,WET,NO_RAIN,363.9366324,172.8892288,-44.59594727,88.1455177,23.506172
2026-03-25 17:29:43.495132,28.60458351,95,83,737,WET,NO_RAIN,370.0354306,173.6517871,-44.72171021,88.1455251,23.5061711
2026-03-25 17:29:44.495132,28.5393973,95,85,737,WET,NO_RAIN,366.0362683,173.7084175,-44.72171021,88.1455259,23.5061709
2026-03-25 17:29:45.495132,28.81797863,95,84,723,WET,NO_RAIN,358.9165974,174.2091843,-44.72171021,88.145531,23.5061708
2026-03-25 17:29:46.495132,28.42393075,95,85,739,WET,NO_RAIN,358.1641973,174.651603,-44.61193848,88.1455359,23.5061707
2026-03-25 17:29:47.495132,28.32146852,95,85,740,WET,NO_RAIN,356.1045692,174.9928792,-44.61193848,88.1455397,23.5061708
2026-03-25 17:29:48.495132,28.42256313,95,85,739,WET,NO_RAIN,358.8776969,175.6516497,-44.6086731,88.1455464,23.5061703
2026-03-25 17:29:49.495132,28.40742793,95,84,728,WET,NO_RAIN,357.1274166,175.8094387,-44.6086731,88.1455482,23.50617
2026-03-25 17:29:50.495132,28.32995001,95,86,737,WET,NO_RAIN,359.9726577,176.249929,-44.6086731,88.145553,23.5061698
2026-03-25 17:29:51.495132,28.09769026,95,86,739,WET,NO_RAIN,360.9349765,176.6516648,-44.6491394,88.145557,23.5061694
2026-03-25 17:29:52.495132,28.31686985,95,85,737,WET,NO_RAIN,360.9579848,176.6878489,-44.6491394,88.1455574,23.5061692
2026-03-25 17:29:53.495132,28.18149577,95,86,738,WET,NO_RAIN,361.0002199,176.83101,-44.6491394,88.1455591,23.5061689
2026-03-25 17:29:54.495132,26.93428108,95,68,770,WET,NO_RAIN,364.9540268,177.530498,-44.6491394,88.1455697,23.5061682
2026-03-25 17:29:55.495132,27.0884768,95,67,755,WET,NO_RAIN,371.0241569,177.651877,-44.62112427,88.1455686,23.5061678
2026-03-25 17:29:56.495132,27.0620946,95,67,763,WET,NO_RAIN,366.9767005,177.9783284,-44.62112427,88.1455707,23.5061674
2026-03-25 17:29:57.495132,26.91924928,95,67,756,WET,NO_RAIN,362.9973005,178.651803,-44.84609985,88.1455763,23.5061664
2026-03-25 17:29:58.495132,27.07815825,95,66,749,WET,NO_RAIN,372.8417877,178.7855413,-44.84609985,88.1455773,23.5061661
2026-03-25 17:29:59.495132,26.87341287,95,65,726,WET,NO_RAIN,361.0100985,179.4275386,-44.84609985,88.145583,23.5061648
2026-03-25 17:30:00.495132,27.04739046,95,65,730,WET,NO_RAIN,364.9934641,179.6517915,-44.81378174,88.145585,23.5061645
2026-03-25 17:30:01.495132,26.94622525,95,64,725,WET,NO_RAIN,361.9630281,180.0884719,-44.81378174,88.1455892,23.5061637
2026-03-25 17:30:02.495132,26.70818255,95,82,711,WET,NO_RAIN,355.9473668,180.5165964,-44.81378174,88.1455935,23.506163
2026-03-25 17:30:03.495132,26.92092277,95,82,720,WET,NO_RAIN,356.8508233,180.6516267,-44.86431885,88.1455947,23.5061632
2026-03-25 17:30:04.495132,27.09841955,95,82,724,WET,NO_RAIN,388.8771405,181.2591738,-44.86431885,88.1456007,23.5061629
2026-03-25 17:30:05.495132,26.84398658,95,82,717,WET,NO_RAIN,354.0551717,181.6516274,-44.83496094,88.1456044,23.5061637
2026-03-25 17:30:06.495132,26.63781372,95,82,713,WET,NO_RAIN,112.790844,181.8462014,-44.83496094,88.1456063,23.506164
2026-03-25 17:30:07.495132,26.92953035,95,84,717,WET,NO_RAIN,98.95905172,182.4504868,-44.83496094,88.1456121,23.5061651
2026-03-25 17:30:08.495132,26.92670371,95,83,725,WET,NO_RAIN,302.0484151,182.6516318,-45.30184937,88.1456174,23.5061691
2026-03-25 17:30:09.495132,26.89339372,95,85,730,WET,NO_RAIN,377.1284198,182.8089707,-45.30184937,88.1456168,23.5061694
2026-03-25 17:30:10.495132,26.78970483,95,85,727,WET,NO_RAIN,381.0770835,183.530782,-45.30184937,88.1456213,23.5061725
2026-03-25 17:30:11.495132,26.7486503,95,84,721,WET,NO_RAIN,385.0889133,183.6546748,-45.44390869,88.1456218,23.5061734
2026-03-25 17:30:12.495132,26.89840063,95,84,727,WET,NO_RAIN,387.9204717,184.0189714,-45.44390869,88.1456226,23.5061783
2026-03-25 17:30:13.495132,26.82294721,95,83,717,WET,NO_RAIN,327.1540737,184.6512493,-45.62133789,88.1456221,23.5061862
2026-03-25 17:30:14.495132,26.88950771,95,84,717,WET,NO_RAIN,351.7928479,184.8059832,-45.62133789,88.1456214,23.5061885
2026-03-25 17:30:15.495132,26.81016336,95,85,727,WET,NO_RAIN,364.022189,185.6084194,-45.62133789,88.1456217,23.5061959
2026-03-25 17:30:16.495132,27.11245528,95,85,728,WET,NO_RAIN,371.9931088,185.6514517,-45.62084961,88.1456204,23.5061975
2026-03-25 17:30:17.495132,26.96393702,95,83,726,WET,NO_RAIN,374.1530201,186.3304421,-45.62084961,88.14562,23.5062045
2026-03-25 17:30:18.495132,27.09989217,95,84,300,MOIST,NO_RAIN,371.8280914,186.6512974,-45.83062744,88.1456183,23.5062096
2026-03-25 17:30:19.495132,27.03697072,95,81,288,DRY,NO_RAIN,370.9796339,186.838687,-45.83062744,88.1456175,23.5062124
2026-03-25 17:30:20.495132,26.96511559,95,80,269,DRY,NO_RAIN,366.9570659,187.5254399,-45.83062744,88.1456166,23.5062194
2026-03-25 17:30:21.495132,27.80253078,91,82,705,WET,NO_RAIN,51.02481967,187.6513647,-45.8996582,88.1456153,23.5062212
2026-03-25 17:30:22.495132,27.76307535,91,79,686,MOIST,NO_RAIN,60.12575287,187.9477415,-45.8996582,88.1456142,23.5062244
2026-03-25 17:30:23.495132,27.68981883,90,82,703,WET,NO_RAIN,50.82235564,188.6516357,-45.63275146,88.1456119,23.506232
